    Finished `release` profile [optimized] target(s) in 3.10s
     Running `target/release/examples/reward_benchmark --c1-readout --c1-diagnostic --c1-eval-aligned-rstdp --c1-btsp --c1-btsp-target-gated --c1-btsp-no-r2-isolation --c1-btsp-window-ms 200 --c1-btsp-strength 0.4 --c1-btsp-teacher-recurrent-e-scale 1.0 --c1-btsp-teacher-recurrent-i-scale 0.3 --c1-teacher-strength 1.0 --seeds 42 --epochs 32 --teacher-forcing --target-clamp-strength 500 --teacher-ms 40 --corpus-vocab 64 --dg-bridge --plasticity-off-during-eval --decorrelated-init`
[iter-66] c1_readout mode=trained seeds=[42] epochs=32 vocab=64 dg=true c1.size=1000 c1.sparsity_k=20 c1.from_r2_fanout=30 c1.teacher_strength=1.00 clamp=500 teacher_ms=40 recall_mode_eval=true
[iter-63 trained] seed=42 decorrelated init: vocab=64 R2_N=2000 R2-E=1400 block_size=21 (disjoint invariant ✓)
[iter-63 trained] seed=42 DG bridge: dg_size=4000 dg_k=80 dg_to_r2_fanout=30 dg_to_r2_weight=1.00 direct_r1r2_scale=0.00
[iter-66 trained] seed=42 C1 readout: c1_size=1000 sparsity_k=20 from_r2_fanout=30 init_w_max=0.50 teacher_strength=1.00 (R2-E→C1 plastic, M_target gated)
[iter-66 diag] seed=42 pre-train: r2_r2_synapses=199492 r2c1_synapses=42000 r2c1_l2=59.0621 r2c1_mean_w=0.2496 r2c1_init_w_max=0.50
[iter-66 diag] seed=42 epoch=21/32 teacher: trials=256 c1_active_frac=1.000 c1_spikes_mean=6345.33 clamp_eff=1.000 | eval: kwta_empty=0/32 target_in_dict=6/32 spikes_mean=6706.12 top3_r2=0.0312 top3_c1=0.0312 mrr_c1=0.0498 raw_overlap=0.020 dict_concepts=64 | r2c1: l2=163.7563 nz_upd=42000 max|Δw|=0.8000 sum|Δw|=23089.2263 tgt_w=0.7985 non_w=0.7974 w_ratio=1.001 | btsp: plateau_events=226512 potentiation_events=18735600
[iter-66 diag] seed=42 epoch=22/32 teacher: trials=256 c1_active_frac=1.000 c1_spikes_mean=6344.85 clamp_eff=1.000 | eval: kwta_empty=0/32 target_in_dict=8/32 spikes_mean=6706.56 top3_r2=0.0312 top3_c1=0.0938 mrr_c1=0.0618 raw_overlap=0.016 dict_concepts=64 | r2c1: l2=163.7476 nz_upd=42000 max|Δw|=0.8000 sum|Δw|=23087.3676 tgt_w=0.7984 non_w=0.7974 w_ratio=1.001 | btsp: plateau_events=226512 potentiation_events=18735540
[iter-66 diag] seed=42 epoch=23/32 teacher: trials=256 c1_active_frac=1.000 c1_spikes_mean=6345.25 clamp_eff=1.000 | eval: kwta_empty=0/32 target_in_dict=7/32 spikes_mean=6701.81 top3_r2=0.0312 top3_c1=0.0312 mrr_c1=0.0308 raw_overlap=0.019 dict_concepts=64 | r2c1: l2=163.7563 nz_upd=42000 max|Δw|=0.8000 sum|Δw|=23089.2254 tgt_w=0.7985 non_w=0.7974 w_ratio=1.001 | btsp: plateau_events=226512 potentiation_events=18735600
[iter-66 diag] seed=42 epoch=24/32 teacher: trials=256 c1_active_frac=1.000 c1_spikes_mean=6345.32 clamp_eff=1.000 | eval: kwta_empty=0/32 target_in_dict=9/32 spikes_mean=6705.59 top3_r2=0.0312 top3_c1=0.0938 mrr_c1=0.1191 raw_overlap=0.016 dict_concepts=64 | r2c1: l2=163.7564 nz_upd=42000 max|Δw|=0.8000 sum|Δw|=23089.2309 tgt_w=0.7985 non_w=0.7974 w_ratio=1.001 | btsp: plateau_events=226512 potentiation_events=18735600
[iter-66 diag] seed=42 epoch=25/32 teacher: trials=256 c1_active_frac=1.000 c1_spikes_mean=6346.03 clamp_eff=1.000 | eval: kwta_empty=0/32 target_in_dict=9/32 spikes_mean=6704.78 top3_r2=0.0625 top3_c1=0.0312 mrr_c1=0.0636 raw_overlap=0.014 dict_concepts=64 | r2c1: l2=163.7563 nz_upd=42000 max|Δw|=0.8000 sum|Δw|=23089.2261 tgt_w=0.7985 non_w=0.7974 w_ratio=1.001 | btsp: plateau_events=226512 potentiation_events=18735600
[iter-66 diag] seed=42 epoch=26/32 teacher: trials=256 c1_active_frac=1.000 c1_spikes_mean=6345.67 clamp_eff=1.000 | eval: kwta_empty=0/32 target_in_dict=9/32 spikes_mean=6706.62 top3_r2=0.0312 top3_c1=0.0312 mrr_c1=0.0690 raw_overlap=0.013 dict_concepts=64 | r2c1: l2=163.7563 nz_upd=42000 max|Δw|=0.8000 sum|Δw|=23089.2250 tgt_w=0.7985 non_w=0.7974 w_ratio=1.001 | btsp: plateau_events=226512 potentiation_events=18735600
[iter-66 diag] seed=42 epoch=27/32 teacher: trials=256 c1_active_frac=1.000 c1_spikes_mean=6345.71 clamp_eff=1.000 | eval: kwta_empty=0/32 target_in_dict=7/32 spikes_mean=6705.25 top3_r2=0.0625 top3_c1=0.0312 mrr_c1=0.0543 raw_overlap=0.013 dict_concepts=64 | r2c1: l2=163.7564 nz_upd=42000 max|Δw|=0.8000 sum|Δw|=23089.2331 tgt_w=0.7985 non_w=0.7974 w_ratio=1.001 | btsp: plateau_events=226512 potentiation_events=18735600
[iter-66 diag] seed=42 epoch=28/32 teacher: trials=256 c1_active_frac=1.000 c1_spikes_mean=6345.58 clamp_eff=1.000 | eval: kwta_empty=0/32 target_in_dict=10/32 spikes_mean=6705.53 top3_r2=0.0312 top3_c1=0.0625 mrr_c1=0.0486 raw_overlap=0.020 dict_concepts=64 | r2c1: l2=163.7563 nz_upd=42000 max|Δw|=0.8000 sum|Δw|=23089.2180 tgt_w=0.7985 non_w=0.7974 w_ratio=1.001 | btsp: plateau_events=226512 potentiation_events=18735600
[iter-66 diag] seed=42 epoch=29/32 teacher: trials=256 c1_active_frac=1.000 c1_spikes_mean=6345.18 clamp_eff=1.000 | eval: kwta_empty=0/32 target_in_dict=7/32 spikes_mean=6685.56 top3_r2=0.0625 top3_c1=0.0938 mrr_c1=0.0710 raw_overlap=0.013 dict_concepts=64 | r2c1: l2=163.7563 nz_upd=42000 max|Δw|=0.8000 sum|Δw|=23089.2153 tgt_w=0.7985 non_w=0.7974 w_ratio=1.001 | btsp: plateau_events=226512 potentiation_events=18735600
[iter-66 diag] seed=42 epoch=30/32 teacher: trials=256 c1_active_frac=1.000 c1_spikes_mean=6344.36 clamp_eff=1.000 | eval: kwta_empty=0/32 target_in_dict=8/32 spikes_mean=6722.34 top3_r2=0.0000 top3_c1=0.0625 mrr_c1=0.0700 raw_overlap=0.019 dict_concepts=64 | r2c1: l2=163.7563 nz_upd=42000 max|Δw|=0.8000 sum|Δw|=23089.2209 tgt_w=0.7985 non_w=0.7974 w_ratio=1.001 | btsp: plateau_events=226512 potentiation_events=18735600
